mapping, replan, sfc, mpc, df, 
0, 0.00026, 0.65926, 19.4431, 0.010204, 
0, 0.000296, 0.900167, 23.2709, 0.008148, 
0, 0.000259, 0.756723, 20.1643, 0.060426, 
10.9452, 0.000203, 1.11402, 27.8898, 0.062982, 
0, 0.000204, 0.793, 19.7001, 0.010111, 
0, 0.000314, 0.717333, 22.433, 0.008223, 
0, 0.000222, 2.27772, 28.5336, 0.022797, 
9.78098, 0.000259, 1.55235, 9.14795, 0.050018, 
0, 0.00024, 1.14178, 18.3823, 0.008167, 
0, 0.000222, 0.981926, 22.0749, 0.008796, 
0, 0.000389, 0.778926, 15.635, 0.009519, 
0, 0.000222, 0.704611, 17.4402, 0.009297, 
7.48482, 0.000277, 0.34937, 6.85026, 0.008889, 
0, 0.000204, 0.701889, 21.168, 0.008777, 
0, 0.000222, 0.724759, 17.4957, 0.008815, 
0, 0.000204, 0.793352, 20.9574, 0.008537, 
5.95467, 0.000204, 0.719148, 29.3211, 0.0095, 
0, 0.000278, 0.749074, 23.364, 0.007648, 
0, 0.000241, 0.941703, 20.2924, 0.141518, 
0, 0.000296, 1.05674, 21.9597, 0.008759, 
0, 0.000481, 2.86869, 36.412, 0.009667, 
6.04367, 0.000389, 1.58063, 10.7511, 0.01087, 
0, 0.000204, 0.817815, 19.4593, 0.008186, 
0, 0.00026, 0.783, 18.9492, 0.008537, 
0, 0.000371, 0.707408, 17.8179, 0.008518, 
7.67867, 0.000241, 0.756204, 18.1605, 0.008537, 
0, 0.000408, 0.710797, 23.7852, 0.007759, 
0, 0.000241, 0.644592, 20.3296, 0.011222, 
0, 0.000648, 0.856908, 22.3144, 0.010667, 
0, 0.000241, 1.11326, 23.5336, 0.009185, 
23.776, 0.000259, 0.949185, 40.1283, 0.061277, 
0, 0.00026, 0.772241, 33.7556, 0.009056, 
6.68932, 0.00024, 0.666777, 30.5548, 0.009981, 
0, 0.00037, 1.09939, 20.3547, 0.007926, 
0, 0.000223, 1.2283, 22.8809, 0.008759, 
0, 0.000537, 1.12541, 25.7521, 0.008519, 
8.65398, 0.000204, 1.77974, 31.5575, 0.119204, 
0, 0.000185, 1.17776, 23.5792, 0.009425, 
0, 0.000278, 0.716148, 22.5377, 0.010833, 
0, 0.000315, 0.74987, 23.8843, 0.061074, 
9.01844, 0.000463, 0.723944, 20.7244, 0.009592, 
0, 0.00037, 0.875185, 22.9581, 0.008944, 
0, 0.000204, 0.678796, 20.1668, 0.007574, 
0, 0.000241, 0.748334, 21.5996, 0.009334, 
0, 0.000241, 0.906204, 20.2754, 0.010537, 
12.4216, 0.000204, 0.958444, 24.5406, 0.008278, 
0, 0.000222, 0.749463, 24.0588, 0.009407, 
0, 0.000574, 1.25509, 47.4973, 0.009204, 
9.37865, 0.000278, 0.206482, 11.5688, 0.009333, 
0, 0.000278, 0.7665, 18.4028, 0.008222, 
0, 0.000315, 0.839889, 23.6889, 0.008463, 
0, 0.000389, 0.821445, 19.2232, 0.008963, 
0, 0.000204, 1.5972, 22.6341, 0.009685, 
8.89576, 0.000445, 0.186944, 8.36409, 0.008759, 
0, 0.000204, 1.25256, 26.2407, 0.010352, 
0, 0.000222, 2.42824, 22.1229, 0.008315, 
7.38306, 0.000407, 0.983889, 28.8883, 0.057259, 
0, 0.00024, 1.30937, 22.7285, 0.008074, 
0, 0.000388, 1.08072, 22.0165, 0.013574, 
0, 0.000703, 4.04602, 20.0862, 0.008111, 
7.171, 0.000185, 0.727871, 24.1602, 0.007611, 
0, 0.000203, 0.654296, 17.3602, 0.008111, 
0, 0.000259, 0.703871, 17.3763, 0.008481, 
0, 0.000259, 0.657482, 21.9585, 0.008463, 
0, 0.000259, 0.849463, 23.3713, 0.012834, 
14.2583, 0.000352, 2.83622, 25.8048, 0.013889, 
0, 0.000296, 1.76072, 24.3184, 0.008963, 
0, 0.000278, 0.665297, 23.3206, 0.010389, 
0, 0.000296, 3.38928, 23.0174, 0.009111, 
11.8746, 0.000445, 0.227945, 14.2089, 0.007444, 
0, 0.000277, 0.723519, 22.0842, 0.060074, 
0, 0.000278, 0.643371, 22.5509, 0.009055, 
0, 0.000351, 0.900334, 22.7745, 0.009148, 
9.13252, 0.000704, 0.748019, 24.7204, 0.092408, 
0, 0.000334, 0.7695, 21.0052, 0.051908, 
0, 0.000278, 0.77737, 23.4816, 0.053074, 
0, 0.000259, 0.659111, 24.7616, 0.009612, 
6.14974, 0.000296, 1.01272, 22.948, 0.008093, 
0, 0.000259, 0.691834, 22.7003, 0.010296, 
0, 0.00037, 0.654852, 19.3388, 0.012796, 
0, 0.000259, 0.667444, 19.631, 0.008592, 
0, 0.000315, 0.658574, 24.1356, 0.008203, 
6.73239, 0.000222, 0.205297, 18.2347, 0.051611, 
0, 0.000371, 0.937593, 17.6908, 0.053149, 
0, 0.000277, 0.657963, 18.6023, 0.010666, 
0, 0.000408, 0.713334, 23.497, 0.008, 
0, 0.000259, 0.811037, 22.5129, 0.007945, 
13.96, 0.000352, 0.239186, 7.56315, 0.051074, 
0, 0.000223, 1.04063, 21.4369, 0.00713, 
0, 0.000296, 2.62757, 27.6886, 0.008278, 
0, 0.000297, 0.711519, 15.3134, 0.010055, 
14.3479, 0.000204, 0.915667, 20.9476, 0.008148, 
0, 0.00024, 0.708741, 17.1626, 0.054944, 
0, 0.000222, 0.678351, 18.4673, 0.047592, 
0, 0.000297, 0.874833, 17.9717, 0.008185, 
0, 0.000259, 0.66113, 21.036, 0.009315, 
9.72393, 0.000185, 0.176741, 8.09711, 0.007852, 
0, 0.000223, 0.776297, 19.1482, 0.054648, 
0, 0.000241, 0.653741, 19.8318, 0.048018, 
0, 0.00024, 0.69637, 18.5286, 0.009778, 
8.75732, 0.000259, 1.97493, 43.1642, 0.053851, 
0, 0.000241, 0.734871, 13.9621, 0.054333, 
0, 0.000185, 0.685259, 13.3662, 0.053352, 
0, 0.000278, 0.703963, 15.8553, 0.008074, 
0, 0.000278, 0.718759, 13.8374, 0.009056, 
0, 0.000204, 0.717704, 17.4153, 0.007778, 
6.1398, 0.000315, 0.264148, 7.58219, 0.053796, 
0, 0.000241, 0.76326, 15.3467, 0.009667, 
0, 0.000259, 0.744203, 14.9145, 0.056667, 
0, 0.000185, 0.7255, 14.4952, 0.012685, 
0, 0.000352, 0.914703, 18.3546, 0.008463, 
0, 0.000222, 0.644278, 23.1225, 0.008834, 
9.27382, 0.000444, 0.21987, 8.40776, 0.088352, 
0, 0.000222, 0.696833, 20.1061, 0.007389, 
0, 0.000222, 0.718296, 19.8194, 0.011778, 
0, 0.000185, 2.17294, 22.5162, 0.00787, 
4.96011, 0.000315, 1.12022, 21.0276, 0.055111, 
0, 0.000296, 0.743074, 19.4899, 0.008129, 
0, 0.00024, 0.676889, 30.779, 0.073259, 
0, 0.00037, 1.95546, 24.4742, 0.010518, 
6.32098, 0.000241, 1.16348, 26.9135, 0.160555, 
0, 0.000389, 0.742518, 19.0415, 0.007796, 
0, 0.000259, 1.29737, 22.1583, 0.010351, 
0, 0.000259, 1.26098, 22.7201, 0.008277, 
0, 0.000185, 0.696055, 22.1881, 0.008223, 
7.93535, 0.000278, 1.85839, 8.27363, 0.087018, 
0, 0.000333, 0.824241, 20.8441, 0.008055, 
0, 0.000296, 1.14591, 25.3448, 0.027538, 
0, 0.000259, 1.12028, 28.2192, 0.023389, 
10.582, 0.000667, 4.67283, 19.803, 0.00887, 
0, 0.000315, 1.88893, 32.8173, 0.021667, 
0, 0.000408, 1.27922, 33.9186, 0.010259, 
17.9836, 0.000259, 4.70306, 47.4609, 0.0085, 
0, 0.000222, 0.940203, 24.5211, 0.010981, 
0, 0.00024, 0.959519, 19.9098, 0.008389, 
9.32456, 0.000315, 1.00063, 28.7295, 0.009945, 
0, 0.000259, 1.27428, 28.0417, 0.008833, 
0, 0.000222, 1.00324, 39.1774, 0.009851, 
14.3169, 0.000445, 1.17252, 38.1171, 0.008111, 
0, 0.000352, 0.900852, 17.7833, 0.008611, 
0, 0.000204, 0.942834, 32.639, 0.008889, 
12.7583, 0.000204, 0.73963, 32.317, 0.010223, 
0, 0.000185, 0.637222, 16.4332, 0.011241, 
0, 0.000204, 0.688667, 18.7827, 0.022648, 
0, 0.0005, 0.688185, 22.9316, 0.008833, 
0, 0.000333, 1.09119, 27.3469, 0.010333, 
10.9832, 0.00037, 0.273518, 10.1204, 0.071537, 
0, 0.0005, 0.734315, 23.1201, 0.008537, 
0, 0.000185, 0.774649, 28.2798, 0.077889, 
0, 0.000222, 0.816185, 22.101, 0.011926, 
0, 0.00024, 1.11669, 28.1249, 0.010185, 
10.7912, 0.00037, 1.99419, 43.4054, 0.011185, 
10.1445, 0.000223, 0.7495, 27.2906, 0.082074, 
0, 0.000223, 1.00637, 19.7971, 0.007963, 
0, 0.000296, 0.879611, 17.4894, 0.009149, 
0, 0.000223, 2.00717, 28.9216, 0.008222, 
11.3473, 0.000259, 1.17057, 24.7359, 0.008, 
0, 0.000204, 2.25154, 29.3964, 0.008463, 
0, 0.000648, 1.07352, 33.6587, 0.011259, 
0, 0.000222, 1.18654, 25.2259, 0.010574, 
12.54, 0.000241, 0.877648, 35.1047, 0.008741, 
0, 0.000223, 0.664741, 19.7776, 0.010389, 
0, 0.00026, 0.783611, 16.7244, 0.008759, 
0, 0.000296, 0.755389, 16.9423, 0.00976, 
7.00711, 0.000204, 1.9215, 28.7994, 0.00937, 
0, 0.000333, 1.06193, 26.2636, 0.008167, 
0, 0.00037, 0.905055, 25.6927, 0.016019, 
9.38472, 0.000666, 18.6237, 48.7426, 0.0195, 
0, 0.000629, 3.26196, 23.1262, 0.008778, 
8.17672, 0.000185, 0.671222, 40.458, 0.007834, 
0, 0.000259, 0.871371, 30.1544, 0.0085, 
0, 0.000592, 1.98739, 25.8656, 0.009018, 
7.61596, 0.000222, 0.871185, 25.6965, 0.057333, 
0, 0.000204, 1.4895, 22.4007, 0.008148, 
0, 0.000463, 0.734093, 19.5576, 0.024574, 
0, 0.000203, 0.745612, 22.3616, 0.008556, 
0, 0.000222, 0.737037, 24.2794, 0.008685, 
18.4625, 0.000185, 0.191204, 16.7934, 0.060815, 
0, 0.000259, 0.724185, 18.7453, 0.007797, 
0, 0.000314, 1.34854, 20.6991, 0.008612, 
0, 0.000426, 0.645278, 20.2556, 0.008871, 
0, 0.000389, 0.893982, 19.7297, 0.008444, 
9.34809, 0.00037, 0.206351, 6.70015, 0.049945, 
0, 0.000222, 0.749315, 17.1406, 0.009611, 
0, 0.000241, 0.672092, 19.1878, 0.008204, 
0, 0.000204, 0.778685, 20.7451, 0.071203, 
19.7824, 0.000278, 0.705074, 43.2948, 0.057408, 
0, 0.000371, 0.870055, 16.8633, 0.008129, 
0, 0.000519, 0.728241, 19.4354, 0.008, 
0, 0.000241, 0.732722, 25.3652, 0.017352, 
7.75241, 0.000556, 0.679018, 8.62872, 0.009444, 
0, 0.000259, 0.715703, 19.3797, 0.009556, 
0, 0.000259, 0.831426, 21.7596, 0.010259, 
0, 0.000667, 0.998907, 21.5936, 0.008481, 
6.10694, 0.000222, 0.708908, 28.446, 0.010519, 
0, 0.000185, 1.51783, 24.6239, 0.011074, 
0, 0.000203, 0.770519, 19.1391, 0.009833, 
0, 0.000315, 1.44435, 27.9754, 0.016871, 
8.57822, 0.000277, 0.775852, 32.6944, 0.008444, 
0, 0.000407, 0.760648, 26.9537, 0.00874, 
0, 0.000389, 0.7545, 27.5519, 0.009019, 
9.73045, 0.000278, 2.35663, 41.6499, 0.053167, 
0, 0.000222, 0.84137, 19.1701, 0.01263, 
0, 0.000204, 0.843722, 20.3449, 0.008055, 
0, 0.000333, 4.01109, 34.9628, 0.052907, 
0, 0.000222, 0.222445, 9.23533, 0.098722, 
0, 0.000333, 0.20037, 9.79467, 0.012796, 
0, 0.000204, 0.180333, 10.6908, 0.010796, 
36.6669, 0.000259, 0.183815, 9.77072, 0.020963, 
0, 0.000277, 2.01652, 24.4913, 0.008444, 
15.0443, 0.000334, 0.789945, 48.2093, 0.00987, 
0, 0.000296, 3.3203, 21.3686, 0.015611, 
0, 0.000278, 0.804575, 17.3189, 0.011093, 
0, 0.000259, 0.848167, 18.1774, 0.012, 
0, 0.000389, 1.04319, 17.5017, 0.021834, 
11.9853, 0.000407, 0.756166, 19.5846, 0.045889, 
0, 0.000315, 0.678315, 15.9117, 0.01613, 
0, 0.000352, 1.37789, 26.9053, 0.008315, 
5.57122, 0.000203, 0.673666, 20.5902, 0.008907, 
0, 0.000315, 0.873815, 21.0209, 0.007889, 
0, 0.00026, 0.627759, 18.8499, 0.054296, 
0, 0.000203, 0.764463, 36.6232, 0.009074, 
9.286, 0.000296, 0.704981, 45.9658, 0.008537, 
0, 0.000185, 1.33793, 19.8003, 0.009648, 
0, 0.000204, 1.02491, 25.8471, 0.007778, 
7.27413, 0.000185, 0.662241, 28.5204, 0.03713, 
0, 0.000314, 0.690907, 21.8389, 0.071963, 
0, 0.000315, 0.843797, 18.7631, 0.011241, 
0, 0.000278, 0.857296, 22.1585, 0.055056, 
0, 0.000185, 0.738111, 19.4583, 0.009297, 
10.9586, 0.00063, 0.278037, 9.34109, 0.008666, 
0, 0.000222, 0.670296, 21.595, 0.009797, 
0, 0.000203, 1.26113, 25.3754, 0.012574, 
0, 0.000315, 0.729759, 20.4451, 0.008315, 
7.76811, 0.000203, 0.686944, 23.0306, 0.050834, 
0, 0.000296, 0.655185, 20.8526, 0.008445, 
0, 0.000278, 0.986352, 32.7825, 0.006815, 
0, 0.000352, 0.667963, 21.1257, 0.01, 
5.84643, 0.000426, 1.12044, 26.0904, 0.009629, 
0, 0.000297, 0.643778, 15.0575, 0.052611, 
0, 0.000223, 0.892185, 15.3376, 0.052297, 
0, 0.000426, 0.688463, 17.0491, 0.009075, 
0, 0.000222, 1.03085, 29.7941, 0.01124, 
5.23865, 0.000277, 0.752352, 21.4868, 0.008852, 
0, 0.000185, 0.884334, 18.6055, 0.00913, 
0, 0.00024, 0.747871, 17.8094, 0.010519, 
0, 0.000277, 0.697352, 17.0062, 0.009278, 
0, 0.000222, 0.713223, 19.6127, 0.009241, 
17.1816, 0.000203, 0.205149, 9.0352, 0.008111, 
0, 0.000241, 1.09848, 26.6488, 0.006833, 
0, 0.000222, 1.75882, 20.2121, 0.007, 
0, 0.000278, 0.74363, 15.8686, 0.055704, 
6.18415, 0.000408, 0.658315, 18.6918, 0.008667, 
0, 0.000203, 0.724908, 22.9458, 0.010185, 
0, 0.011352, 0.797797, 20.5988, 0.009185, 
0, 0.000278, 1.2873, 23.8791, 0.009333, 
5.56069, 0.000277, 0.68213, 24.5783, 0.057518, 
0, 0.000574, 0.676018, 18.9058, 0.050759, 
0, 0.000241, 0.626222, 15.7459, 0.007926, 
0, 0.000277, 0.734592, 15.0572, 0.061796, 
0, 0.000223, 0.656926, 16.5962, 0.008167, 
0, 0.000241, 0.652259, 18.0404, 0.057185, 
5.95337, 0.000537, 0.718463, 16.9855, 0.0605, 
0, 0.000223, 0.677463, 17.4064, 0.010259, 
0, 0.000778, 0.723815, 18.1896, 0.009685, 
0, 0.000204, 0.898851, 19.8412, 0.018944, 
0, 0.000296, 0.727203, 18.3257, 0.009037, 
6.45835, 0.000204, 0.692167, 23.5699, 0.046815, 
0, 0.000204, 0.754741, 19.702, 0.048667, 
0, 0.000297, 0.758388, 22.1365, 0.02613, 
0, 0.00037, 0.814667, 24.2099, 0.010389, 
0, 0.000315, 1.52317, 25.4841, 0.011296, 
13.8348, 0.000259, 1.79704, 31.2858, 0.009685, 
0, 0.000259, 0.702871, 26.0085, 0.007611, 
0, 0.000315, 0.799444, 19.4967, 0.012703, 
0, 0.00026, 0.915797, 26.8352, 0.010907, 
8.52248, 0.000203, 0.193907, 10.8365, 0.007981, 
0, 0.000186, 0.675778, 19.1908, 0.009981, 
0, 0.000277, 0.802574, 21.4928, 0.007574, 
0, 0.000352, 0.809519, 21.2076, 0.019981, 
7.23461, 0.000278, 0.18013, 7.55502, 0.010704, 
0, 0.000185, 0.733463, 20.0896, 0.008908, 
0, 0.000296, 1.27456, 19.0281, 0.007666, 
0, 0.000389, 0.671778, 20.7471, 0.008296, 
0, 0.000445, 0.654611, 18.6492, 0.011759, 
8.73365, 0.000333, 3.07135, 18.0863, 0.062648, 
0, 0.000204, 0.716389, 16.1048, 0.009241, 
0, 0.000297, 1.5227, 17.2695, 0.00876, 
0, 0.000296, 0.732555, 19.4207, 0.010334, 
0, 0.000204, 0.757371, 25.9338, 0.098519, 
8.64896, 0.000241, 0.2205, 9.67467, 0.051463, 
0, 0.000315, 0.734407, 22.3771, 0.010185, 
0, 0.000315, 0.668982, 23.8714, 0.019537, 
0, 0.000241, 2.2715, 28.2263, 0.009815, 
6.94263, 0.000241, 0.768, 32.1212, 0.007815, 
0, 0.000278, 0.651463, 21.5144, 0.009797, 
0, 0.000222, 0.707371, 20.3751, 0.008556, 
0, 0.000185, 0.690759, 18.9254, 0.008426, 
9.80404, 0.000352, 0.722722, 28.3057, 0.008611, 
0, 0.000222, 0.666241, 21.7371, 0.009371, 
0, 0.000241, 1.27583, 32.0889, 0.008296, 
0, 0.00037, 0.879074, 21.247, 0.01513, 
6.77946, 0.000352, 0.437148, 8.33717, 0.049166, 
0, 0.00037, 0.675871, 18.6516, 0.065333, 
0, 0.000445, 0.672834, 18.5369, 0.010833, 
0, 0.000333, 0.73213, 29.5679, 0.008703, 
8.06022, 0.000445, 1.02035, 30.8011, 0.043111, 
0, 0.000204, 0.676278, 15.812, 0.008, 
0, 0.000241, 1.02409, 16.0329, 0.008148, 
0, 0.000278, 0.894444, 24.2047, 0.008185, 
5.73298, 0.000241, 0.815463, 30.609, 0.008185, 
0, 0.000388, 0.961463, 20.2257, 0.008129, 
0, 0.000185, 0.77024, 26.7306, 0.007574, 
0, 0.000222, 1.32613, 24.7785, 0.008926, 
6.39539, 0.000259, 1.07196, 29.1154, 0.277425, 
0, 0.000334, 0.635833, 18.1996, 0.117981, 
0, 0.000333, 1.34495, 22.1998, 0.010815, 
0, 0.000333, 0.795759, 19.1256, 0.008704, 
0, 0.000333, 1.04545, 18.9162, 0.010352, 
5.80735, 0.000352, 0.19376, 9.69482, 0.007463, 
0, 0.000277, 0.832407, 14.96, 0.053389, 
0, 0.000259, 1.11445, 14.8523, 0.009, 
0, 0.000222, 1.39904, 36.5674, 0.008833, 
0, 0.000222, 0.761815, 17.8825, 0.008796, 
0, 0.000204, 0.697778, 19.9606, 0.008796, 
8.04802, 0.000352, 0.234982, 9.19474, 0.045481, 
0, 0.000407, 0.711907, 22.1038, 0.008444, 
0, 0.000277, 0.698723, 25.3063, 0.008907, 
9.93176, 0.000296, 1.40587, 34.0499, 0.049888, 
0, 0.000278, 1.09309, 20.1283, 0.008611, 
0, 0.000315, 0.758815, 22.6048, 0.022815, 
0, 0.000371, 0.950556, 20.8779, 0.007723, 
7.65193, 0.000259, 0.717389, 30.0266, 0.008908, 
0, 0.00024, 0.666333, 20.3133, 0.044074, 
0, 0.000204, 0.791389, 15.9244, 0.022722, 
0, 0.000203, 1.5905, 27.6789, 0.008834, 
8.80398, 0.000203, 0.946352, 21.2214, 0.053037, 
0, 0.000407, 0.834371, 21.6476, 0.062389, 
0, 0.000223, 1.25567, 21.7046, 0.009111, 
0, 0.000241, 0.867963, 23.0732, 0.008037, 
0, 0.000185, 0.716686, 25.88, 0.017167, 
7.64452, 0.000388, 0.258259, 8.52163, 0.008, 
0, 0.000222, 0.680204, 17.8601, 0.008148, 
0, 0.000185, 0.673444, 25.466, 0.009556, 
0, 0.00026, 1.13135, 23.3284, 0.007759, 
6.62278, 0.000203, 0.7015, 22.9334, 0.056851, 
0, 0.000186, 0.641315, 17.5426, 0.057666, 
0, 0.000259, 0.815037, 19.9652, 0.025481, 
0, 0.000444, 0.71774, 20.7005, 0.010241, 
0, 0.000333, 0.824778, 17.255, 0.050851, 
0, 0.0005, 0.321223, 11.671, 0.008093, 
21.9383, 0.000222, 0.209407, 10.861, 0.049926, 
0, 0.000259, 0.694056, 16.0542, 0.043537, 
0, 0.000333, 0.628944, 20.1437, 0.00837, 
0, 0.000241, 0.797556, 20.6216, 0.010482, 
0, 0.000223, 0.769167, 19.9171, 0.008574, 
11.6714, 0.000204, 0.971185, 13.5325, 0.009, 
0, 0.000223, 1.09652, 20.5867, 0.007593, 
0, 0.000185, 0.709334, 16.8974, 0.007908, 
0, 0.000203, 0.907371, 26.9086, 0.008352, 
6.85276, 0.00037, 0.856926, 22.8125, 0.008814, 
0, 0.00037, 0.717204, 17.9156, 0.060204, 
0, 0.000241, 0.737203, 17.9135, 0.008222, 
0, 0.000204, 0.689778, 16.6801, 0.008038, 
0, 0.000444, 0.838741, 18.2246, 0.009741, 
6.67911, 0.000222, 0.683703, 20.5445, 0.0075, 
0, 0.00026, 0.672741, 18.0205, 0.010426, 
0, 0.000371, 0.659315, 17.3351, 0.051833, 
0, 0.000278, 0.633852, 17.0567, 0.009759, 
0, 0.000296, 0.776111, 17.7374, 0.008759, 
8.02657, 0.00037, 0.662519, 28.94, 0.007556, 
0, 0.000185, 0.647055, 15.421, 0.056667, 
0, 0.000278, 0.68024, 14.9584, 0.009352, 
0, 0.000278, 0.646815, 17.5364, 0.007722, 
0, 0.000185, 0.754722, 15.1036, 0.008982, 
0, 0.000426, 0.870537, 18.8174, 0.056407, 
6.9115, 0.000241, 0.865703, 16.8651, 0.053482, 
0, 0.00026, 0.688852, 21.2121, 0.00837, 
0, 0.000259, 0.722241, 21.1474, 0.025297, 
0, 0.000241, 1.74111, 21.4061, 0.008018, 
6.16939, 0.000222, 0.688833, 20.1944, 0.009203, 
0, 0.000259, 0.703556, 23.1902, 0.00787, 
0, 0.000204, 0.689723, 24.5562, 0.009074, 
0, 0.000426, 0.75513, 23.5675, 0.008944, 
7.7763, 0.000222, 0.705445, 24.4427, 0.007907, 
0, 0.000259, 0.663537, 23.9591, 0.097685, 
0, 0.000222, 0.994686, 26.1551, 0.008334, 
0, 0.000315, 0.738851, 18.3616, 0.008592, 
7.3408, 0.000204, 1.1573, 29.2243, 0.280037, 
0, 0.000185, 0.655871, 20.217, 0.015018, 
0, 0.000241, 0.67974, 25.379, 0.008463, 
0, 0.000204, 0.7025, 22.5478, 0.009593, 
7.60574, 0.00026, 1.9327, 21.5326, 0.059759, 
0, 0.000203, 0.669185, 16.5786, 0.088389, 
0, 0.000315, 0.693426, 18.9068, 0.012408, 
0, 0.000537, 2.52322, 26.7706, 0.008111, 
6.37224, 0.000185, 1.288, 31.4756, 0.008408, 
0, 0.000185, 0.792593, 17.2574, 0.007537, 
0, 0.000296, 0.782648, 18.3536, 0.015685, 
0, 0.000352, 1.18152, 33.4824, 0.013408, 
10.5617, 0.000223, 0.739518, 37.0583, 0.010574, 
0, 0.000537, 0.818018, 34.1708, 0.008796, 
0, 0.000296, 0.670945, 21.8808, 0.008389, 
16.5933, 0.000204, 4.05755, 30.8594, 0.008074, 
0, 0.000222, 0.725889, 17.7768, 0.008777, 
0, 0.000185, 0.943352, 21.4574, 0.009351, 
7.86624, 0.000481, 0.909018, 40.065, 0.012166, 
0, 0.000204, 0.898741, 27.0097, 0.007426, 
0, 0.000222, 0.766556, 31.2919, 0.008037, 
9.63365, 0.000241, 0.732148, 34.6614, 0.058278, 
0, 0.000204, 1.30746, 29.9179, 0.008074, 
0, 0.00026, 1.27048, 23.492, 0.009111, 
0, 0.000556, 1.49556, 33.1282, 0.007685, 
8.24287, 0.000222, 0.52637, 10.5263, 0.031259, 
0, 0.000352, 0.671834, 29.8001, 0.007945, 
0, 0.000185, 0.830612, 26.4935, 0.010111, 
0, 0.000481, 0.847055, 36.0082, 0.008592, 
15.1595, 0.000241, 0.230611, 10.0437, 0.009278, 
0, 0.000204, 1.06628, 20.7021, 0.013538, 
0, 0.000296, 0.952426, 19.0333, 0.012389, 
0, 0.000222, 0.802833, 18.9839, 0.008333, 
0, 0.000389, 0.645778, 38.3322, 0.010426, 
7.44639, 0.0005, 0.917685, 11.2658, 0.007723, 
0, 0.000223, 0.824389, 22.0531, 0.009389, 
0, 0.000352, 1.05211, 22.0157, 0.009055, 
11.951, 0.000333, 0.894111, 29.6968, 0.009037, 
0, 0.000241, 0.928945, 21.0539, 0.009575, 
0, 0.000426, 0.952204, 25.9932, 0.007815, 
0, 0.000296, 3.07139, 27.4056, 0.009703, 
12.5949, 0.00026, 0.748926, 34.3431, 0.009334, 
0, 0.000223, 0.690167, 16.019, 0.008871, 
0, 0.000222, 0.855333, 17.1717, 0.009463, 
0, 0.000241, 0.73987, 15.3303, 0.009814, 
0, 0.000203, 0.987351, 15.3907, 0.008093, 
0, 0.000222, 0.76013, 17.4741, 0.01176, 
0, 0.000315, 0.219593, 9.9318, 0.009259, 
13.8228, 0.000278, 0.22913, 8.87276, 0.068778, 
0, 0.000389, 0.744408, 28.9233, 0.013648, 
0, 0.000556, 1.016, 27.2684, 0.008315, 
12.4634, 0.000185, 2.99817, 51.0919, 0.009074, 
0, 0.000222, 1.52926, 30.8805, 0.009945, 
0, 0.000241, 0.894908, 19.3482, 0.008685, 
7.58924, 0.000259, 0.654833, 23.705, 0.008723, 
0, 0.000204, 0.973278, 35.7183, 0.073611, 
12.1512, 0.000556, 0.774389, 31.0501, 0.054722, 
0, 0.000222, 0.883889, 18.8389, 0.009444, 
0, 0.000352, 0.73, 17.9976, 0.014667, 
0, 0.00026, 0.775444, 27.8516, 0.012519, 
0, 0.000259, 0.745482, 30.2731, 0.007519, 
12.2101, 0.000278, 0.392982, 8.92941, 0.009167, 
0, 0.000241, 0.714519, 33.0443, 0.009093, 
0, 0.000648, 1.62978, 27.1804, 0.097833, 
11.1027, 0.000296, 2.52496, 27.4778, 0.056722, 
0, 0.00026, 0.716945, 15.6259, 0.009129, 
0, 0.000241, 0.641815, 23.1907, 0.007852, 
0, 0.000426, 0.675833, 16.5658, 0.009482, 
5.7933, 0.000166, 0.689148, 21.4199, 0.007741, 
0, 0.000278, 0.768649, 21.3757, 0.051944, 
0, 0.000333, 0.697074, 20.4637, 0.009555, 
0, 0.000296, 0.756482, 24.9333, 0.011444, 
7.3097, 0.000241, 1.07863, 39.2844, 0.052611, 
0, 0.000204, 1.04285, 24.7364, 0.008055, 
0, 0.000241, 1.65876, 27.4839, 0.007704, 
6.31719, 0.000204, 1.042, 29.9572, 0.024333, 
0, 0.000241, 1.87976, 15.7819, 0.008, 
0, 0.000352, 0.80037, 15.492, 0.008037, 
0, 0.000333, 0.826703, 15.6282, 0.010333, 
0, 0.000426, 1.994, 16.4505, 0.00837, 
0, 0.00026, 1.12933, 17.1952, 0.011204, 
5.57622, 0.00063, 3.34091, 25.5084, 0.007759, 
0, 0.000315, 0.784259, 17.4251, 0.052556, 
0, 0.000223, 0.98076, 28.493, 0.008555, 
0, 0.000259, 0.754185, 28.2022, 0.011222, 
8.89713, 0.00024, 0.2415, 8.23789, 0.06387, 
0, 0.000204, 0.67387, 17.5945, 0.052963, 
0, 0.000278, 0.777, 17.6065, 0.092277, 
0, 0.00037, 0.786167, 18.9598, 0.01137, 
0, 0.000389, 1.046, 19.929, 0.010723, 
7.65152, 0.000222, 0.971204, 23.0085, 0.007963, 
0, 0.000222, 0.844778, 21.3269, 0.019389, 
0, 0.000185, 0.949518, 20.5268, 0.009926, 
0, 0.000185, 2.3333, 22.0112, 0.009277, 
13.1748, 0.000389, 0.867592, 32.1379, 0.008056, 
0, 0.000296, 0.78924, 22.2803, 0.010815, 
0, 0.00026, 3.7117, 38.1298, 0.009667, 
0, 0.000203, 0.727388, 42.5835, 0.010944, 
6.10096, 0.000741, 0.849296, 13.7876, 0.021667, 
0, 0.000648, 1.94098, 19.8084, 0.008389, 
6.30409, 0.000222, 0.692056, 26.0012, 0.065241, 
